datetime,frame_number,x,y,z
2024-08-29 23:57:43.333984,650,[-2.2441623 -2.2372038 -2.2302449 ...  0.         0.         0.       ],[-1.6336374 -1.6336374 -1.6336374 ...  0.         0.         0.       ],[4.2260003 4.2260003 4.2260003 ... 0.        0.        0.       ]
2024-08-29 23:57:43.375745,651,[-2.1984932 -2.1916761 -2.1848588 ...  0.         0.         0.       ],[-1.6003926 -1.6003926 -1.6003926 ...  0.         0.         0.       ],[4.1400003 4.1400003 4.1400003 ... 0.        0.        0.       ]
2024-08-29 23:57:43.416299,652,"[-2.2919555  -2.2848487  -2.2777414  ...  0.32264808  0.32367396
  0.32469982]","[-1.6684284  -1.6684284  -1.6684284  ...  0.25051418  0.25051418
  0.25051418]",[4.316 4.316 4.316 ... 0.623 0.623 0.623]
2024-08-29 23:57:43.460853,654,[-2.2919555 -2.2848487 -2.2777414 ...  0.         0.         0.       ],[-1.6684284 -1.6684284 -1.6684284 ...  0.         0.         0.       ],[4.316 4.316 4.316 ... 0.    0.    0.   ]
2024-08-29 23:57:43.508061,655,[-2.168755  -2.1620302 -2.1553051 ...  0.         0.         0.       ],[-1.5787446 -1.5787446 -1.5787446 ...  0.         0.         0.       ],[4.084 4.084 4.084 ... 0.    0.    0.   ]
2024-08-29 23:57:43.548420,656,"[-2.2287621  -2.2218513  -2.21494    ...  0.32471964  0.
  0.        ]","[-1.6224269  -1.6224269  -1.6224269  ...  0.25212264  0.
  0.        ]",[4.197      4.197      4.197      ... 0.62700003 0.         0.        ]
2024-08-29 23:57:43.588723,658,[-2.2595625 -2.2525558 -2.2455492 ...  0.         0.         0.       ],[-1.6448479 -1.6448479 -1.6448479 ...  0.         0.         0.       ],[4.255 4.255 4.255 ... 0.    0.    0.   ]
2024-08-29 23:57:43.629914,659,"[-2.3413422  -2.3340821  -2.3268218  ...  0.32627335  0.32731077
  0.32834813]","[-1.7043794  -1.7043794  -1.7043794  ...  0.25332898  0.25332898
  0.25332898]",[4.4090004  4.4090004  4.4090004  ... 0.63000005 0.63000005 0.63000005]
2024-08-29 23:57:43.672929,660,[-2.2441623 -2.2372038 -2.2455492 ...  0.         0.         0.       ],[-1.6336374 -1.6336374 -1.6448479 ...  0.         0.         0.       ],[4.2260003 4.2260003 4.255     ... 0.        0.        0.       ]
2024-08-29 23:57:43.712544,661,[-2.3078868 -2.3007305 -2.3104618 ...  0.         0.         0.       ],[-1.6800256 -1.6800256 -1.6923958 ...  0.         0.         0.       ],[4.346     4.346     4.3780003 ... 0.        0.        0.       ]
2024-08-29 23:57:43.753314,662,[-2.2441623 -2.2372038 -2.2455492 ...  0.         0.         0.       ],[-1.6336374 -1.6336374 -1.6448479 ...  0.         0.         0.       ],[4.2260003 4.2260003 4.255     ... 0.        0.        0.       ]
2024-08-29 23:57:43.801055,664,[-2.1984932 -2.1916761 -2.1848588 ...  0.         0.         0.       ],[-1.6003926 -1.6003926 -1.6003926 ...  0.         0.         0.       ],[4.1400003 4.1400003 4.1400003 ... 0.        0.        0.       ]
2024-08-29 23:57:43.842528,665,"[-2.3078868  -2.3007305  -2.2935739  ...  0.32213017  0.
  0.        ]",[-1.6800256 -1.6800256 -1.6800256 ...  0.2501121  0.         0.       ],[4.346      4.346      4.346      ... 0.62200004 0.         0.        ]
2024-08-29 23:57:43.882737,666,"[-2.2287621  -2.2218513  -2.21494    ...  0.3216123   0.3226349
  0.32365745]","[-1.6224269  -1.6224269  -1.6224269  ...  0.24970998  0.24970998
  0.24970998]",[4.197      4.197      4.197      ... 0.62100005 0.62100005 0.62100005]
2024-08-29 23:57:43.923397,668,[-2.3413422 -2.3340821 -2.3268218 ...  0.         0.         0.       ],[-1.7043794 -1.7043794 -1.7043794 ...  0.         0.         0.       ],[4.4090004 4.4090004 4.4090004 ... 0.        0.        0.       ]
2024-08-29 23:57:43.966312,669,[-2.3588665 -2.351552  -2.3442373 ...  0.         0.         0.       ],[-1.7171361 -1.7171361 -1.7171361 ...  0.         0.         0.       ],[4.4420004 4.4420004 4.4420004 ... 0.        0.        0.       ]
2024-08-29 23:57:44.007338,670,[-2.183624  -2.176853  -2.1700819 ...  0.         0.         0.       ],[-1.5895685 -1.5895685 -1.5895685 ...  0.         0.         0.       ],[4.112 4.112 4.112 ... 0.    0.    0.   ]
2024-08-29 23:57:44.046982,671,[-2.2754936 -2.2684379 -2.2777414 ...  0.         0.         0.       ],[-1.6564449 -1.6564449 -1.6684284 ...  0.         0.         0.       ],[4.2850003 4.2850003 4.316     ... 0.        0.        0.       ]
2024-08-29 23:57:44.087737,672,[-2.183624  -2.176853  -2.1848588 ...  0.         0.         0.       ],[-1.5895685 -1.5895685 -1.6003926 ...  0.         0.         0.       ],[4.112     4.112     4.1400003 ... 0.        0.        0.       ]
2024-08-29 23:57:44.131102,674,[-2.393384  -2.3859625 -2.3785408 ...  0.         0.         0.       ],[-1.7422631 -1.7422631 -1.7422631 ...  0.         0.         0.       ],[4.5070004 4.5070004 4.5070004 ... 0.        0.        0.       ]
2024-08-29 23:57:44.175153,675,[-2.2754936 -2.2684379 -2.2777414 ...  0.         0.         0.       ],[-1.6564449 -1.6564449 -1.6684284 ...  0.         0.         0.       ],[4.2850003 4.2850003 4.316     ... 0.        0.        0.       ]
2024-08-29 23:57:44.215512,676,[-2.1984932 -2.1916761 -2.1996355 ...  0.         0.         0.       ],[-1.6003926 -1.6003926 -1.6112164 ...  0.         0.         0.       ],[4.1400003 4.1400003 4.168     ... 0.        0.        0.       ]
2024-08-29 23:57:44.253517,677,[-2.2595625 -2.2525558 -2.2613816 ...  0.         0.         0.       ],[-1.6448479 -1.6448479 -1.6564449 ...  0.         0.         0.       ],[4.255     4.255     4.2850003 ... 0.        0.        0.       ]
2024-08-29 23:57:44.295940,678,[-2.2287621 -2.2218513 -2.21494   ...  0.327827   0.         0.       ],[-1.6224269 -1.6224269 -1.6224269 ...  0.2545353  0.         0.       ],[4.197 4.197 4.197 ... 0.633 0.    0.   ]
2024-08-29 23:57:44.339596,680,[-2.2287621 -2.2218513 -2.2455492 ...  0.         0.         0.       ],[-1.6224269 -1.6224269 -1.6448479 ...  0.         0.         0.       ],[4.197 4.197 4.255 ... 0.    0.    0.   ]
2024-08-29 23:57:44.381073,681,"[-2.1984932  -2.1916761  -2.1848588  ...  0.32213017  0.32315442
  0.32417864]",[-1.6003926 -1.6003926 -1.6003926 ...  0.2501121  0.2501121  0.2501121],[4.1400003  4.1400003  4.1400003  ... 0.62200004 0.62200004 0.62200004]
2024-08-29 23:57:44.421361,682,"[-2.2287621  -2.2218513  -2.21494    ...  0.32264808  0.32367396
  0.32469982]","[-1.6224269  -1.6224269  -1.6224269  ...  0.25051418  0.25051418
  0.25051418]",[4.197 4.197 4.197 ... 0.623 0.623 0.623]
